material_id,material_name,material_type,density_g_cm3,strength_score,weight_capacity_kg,biodegradability_score,recyclability_percent,manufacturing_energy_index,fragility_support,moisture_resistance,cost_target,co2_target
686,Material_686,Molded Fiber,0.586,75.04,13.85,67.41,75.44,60.78,0,1,93.46269150250104,-27.33183822542185
687,Material_687,Bio-Composite,1.044,39.35,16.34,90.74,53.12,15.67,1,1,63.56984545150962,-185.55017304785898
688,Material_688,Biodegradable Plastic,0.627,92.89,41.99,46.85,69.2,60.15,0,0,123.10930678430171,18.871678015130893
689,Material_689,Biodegradable Plastic,1.019,87.06,3.46,55.32,72.22,27.47,1,1,100.00308710257278,-98.12151177284308
690,Material_690,Corrugated Board,0.993,76.75,23.77,89.68,57.08,71.44,1,1,97.22999391926753,-20.182663310022402
691,Material_691,Bio-Composite,0.932,95.91,19.6,62.68,55.12,66.92,0,0,108.55868677588097,21.732243021136437
692,Material_692,Molded Fiber,0.695,22.51,16.51,98.87,76.77,77.05,0,0,53.28351610637015,-41.358283803868666
693,Material_693,Recycled Cardboard,0.913,78.9,15.0,67.98,54.26,71.86,1,1,94.28765806794743,27.724100302855852
694,Material_694,Biodegradable Plastic,0.975,46.42,5.48,87.52,65.15,75.33,0,1,63.637948022207674,-11.65982995094006
695,Material_695,Molded Fiber,0.909,92.49,16.43,64.14,87.23,70.11,1,0,115.69293080845756,-1.662192146466052
696,Material_696,Biodegradable Plastic,0.778,41.33,3.11,65.5,98.22,58.54,0,1,67.93407153820125,-51.540988162522154
697,Material_697,Biodegradable Plastic,0.219,77.99,39.27,62.97,85.89,21.92,0,0,112.29550703061092,-145.77916044059634
698,Material_698,Biodegradable Plastic,0.963,90.21,20.51,83.14,99.63,29.02,0,0,118.3964078363561,-176.5165641946948
699,Material_699,Recycled Cardboard,0.419,23.33,22.75,72.85,84.92,24.89,1,0,62.24291391158021,-154.83332654517426
700,Material_700,Bio-Composite,1.035,51.81,44.79,96.63,64.69,52.25,0,1,92.28480772993579,-98.18144465625203
701,Material_701,Recycled Cardboard,1.187,80.98,33.24,55.05,83.6,45.25,1,0,115.76311132166002,-55.013804298789836
702,Material_702,Recycled Paper,0.851,56.39,1.39,46.03,85.11,70.7,1,0,76.73712664936195,35.697455369638966
703,Material_703,Molded Fiber,0.905,41.38,47.22,63.6,68.59,76.69,1,0,87.81090816763849,36.236776313725514
704,Material_704,Bio-Composite,1.437,37.58,12.62,77.0,50.89,38.34,0,1,58.927391928110964,-86.27645477724558
705,Material_705,Bio-Composite,1.301,30.52,6.27,91.65,85.16,45.44,1,1,60.80382548085637,-127.97455890404386
706,Material_706,Bio-Composite,1.389,88.57,38.64,60.77,51.09,78.01,1,1,116.60310555450522,64.32237304783754
707,Material_707,Bio-Composite,1.258,66.03,25.52,79.23,81.56,29.34,0,0,97.66988146742449,-149.99968260243446
708,Material_708,Recycled Cardboard,0.342,26.11,22.25,61.01,58.18,65.47,1,1,54.51655764805253,17.110064044592498
709,Material_709,Bio-Composite,0.394,50.61,13.23,77.03,78.28,25.77,1,1,76.03586713302226,-153.4386341549439
710,Material_710,Corrugated Board,0.885,49.42,27.83,93.09,75.2,57.7,0,0,83.26834048697408,-86.34289605898167
711,Material_711,Molded Fiber,0.52,34.54,14.44,53.88,50.68,27.75,1,0,55.77734698422507,-72.2218653590738
712,Material_712,Bio-Composite,0.82,54.84,45.18,64.25,68.14,71.86,0,1,94.58578072323544,22.493248646192743
713,Material_713,Molded Fiber,0.713,46.57,11.55,99.6,80.05,49.3,1,1,73.52345049995682,-129.61823090018424
714,Material_714,Corrugated Board,0.914,47.34,44.33,92.11,92.43,23.02,1,0,98.24096461217934,-205.17430079021676
715,Material_715,Corrugated Board,1.171,79.12,28.41,73.88,94.43,25.71,0,1,113.2172296269473,-161.17438796805394
716,Material_716,Molded Fiber,1.13,37.86,41.6,71.0,74.19,44.57,1,0,84.00107821532512,-79.71788430899109
717,Material_717,Biodegradable Plastic,0.878,71.35,35.93,57.08,86.42,77.31,1,0,109.77123283043596,32.98213803792254
718,Material_718,Recycled Paper,1.269,65.65,35.14,71.03,65.82,63.87,1,1,100.50834241246798,-12.475247665635314
719,Material_719,Biodegradable Plastic,0.76,65.45,16.89,90.89,67.11,44.18,0,1,85.81645457002263,-114.12491101029529
720,Material_720,Biodegradable Plastic,1.366,73.04,12.46,81.11,59.72,33.64,0,1,88.89793367286467,-118.17014136841105
721,Material_721,Recycled Cardboard,0.293,63.87,11.33,57.4,78.1,48.45,0,1,81.95866182918604,-46.62208508082515
722,Material_722,Biodegradable Plastic,1.441,90.34,43.0,52.09,65.73,62.39,0,0,122.89199229398298,20.750457636974204
723,Material_723,Bio-Composite,1.051,74.05,41.2,55.91,54.22,64.88,0,1,104.63826733130603,30.957933016060334
724,Material_724,Recycled Cardboard,0.694,63.76,22.59,50.19,84.25,32.72,1,1,94.60725871518994,-85.28508773983368
725,Material_725,Recycled Cardboard,0.456,86.38,7.49,45.74,85.39,60.48,0,1,100.99721292657259,5.794982178135764
726,Material_726,Corrugated Board,0.823,68.49,19.73,65.15,68.0,56.05,0,0,90.55426296117217,-28.27860015682267
727,Material_727,Biodegradable Plastic,0.453,43.29,31.35,46.8,53.84,77.14,0,1,70.9555190121558,85.31179460373112
728,Material_728,Corrugated Board,0.416,36.57,23.27,50.31,71.31,75.18,1,1,67.73987363241442,55.22388633544549
729,Material_729,Molded Fiber,1.003,32.19,39.23,72.84,72.12,65.26,1,0,77.05854095948442,-19.35040354139836
730,Material_730,Recycled Paper,0.88,91.96,49.88,49.88,83.43,60.64,0,0,131.1806605202097,1.1040792195634208
731,Material_731,Recycled Cardboard,1.071,76.81,10.37,43.83,65.77,29.18,1,0,93.5555077345329,-63.59132394771724
732,Material_732,Molded Fiber,1.408,94.99,23.52,59.04,84.13,69.22,1,0,124.20822318628893,9.792049210160421
733,Material_733,Molded Fiber,0.892,68.26,22.12,53.22,93.57,39.93,1,0,100.84473126857374,-78.58397052468513
734,Material_734,Bio-Composite,0.955,57.87,15.92,70.92,61.87,29.06,1,1,80.01412882003464,-115.2708944012657
735,Material_735,Recycled Paper,0.317,24.78,10.71,46.14,98.95,36.89,0,0,56.14155359815512,-80.51718843642286
736,Material_736,Molded Fiber,1.133,73.73,4.22,85.11,69.32,68.52,0,0,86.72713597088892,-30.423515261996968
737,Material_737,Molded Fiber,0.72,66.58,44.47,94.37,63.36,20.4,1,0,104.81726821413265,-188.77877152586123
738,Material_738,Recycled Paper,1.47,99.22,21.57,84.61,71.08,41.93,1,0,121.7554587183952,-109.91664016394755
739,Material_739,Recycled Paper,1.27,39.13,25.35,71.97,54.72,44.47,1,0,69.70311034543951,-63.001136067616635
740,Material_740,Molded Fiber,0.879,62.46,45.93,91.64,56.29,12.56,1,0,101.01970532263555,-198.06834724581276
741,Material_741,Recycled Paper,0.36,72.08,39.04,81.7,70.72,23.7,0,0,102.87282369524078,-162.31857892966826
742,Material_742,Molded Fiber,1.317,71.57,7.39,40.63,88.12,67.87,1,0,95.62097157987851,36.29025957209102
743,Material_743,Molded Fiber,1.24,64.9,28.71,63.65,95.02,68.15,0,1,102.64445639354648,-13.232951783117025
744,Material_744,Bio-Composite,0.44,82.15,22.67,91.06,83.24,30.47,1,1,107.93048765954481,-173.76707158307755
745,Material_745,Biodegradable Plastic,0.584,36.4,40.06,60.75,55.26,71.24,0,1,72.47354573686442,38.14147300053793
746,Material_746,Molded Fiber,1.231,78.05,36.49,42.11,83.6,64.02,1,0,115.74701029586235,27.17347343169223
747,Material_747,Corrugated Board,0.441,69.58,34.83,84.77,81.77,39.25,0,0,103.01331131693617,-132.14664180024974
748,Material_748,Recycled Cardboard,1.393,91.69,17.69,88.12,90.29,62.39,0,0,116.71782916138227,-76.43141243315337
749,Material_749,Biodegradable Plastic,0.752,87.78,40.44,49.64,91.26,77.29,0,1,124.43849366844314,43.937519260143034
750,Material_750,Biodegradable Plastic,0.313,45.21,3.57,72.24,93.41,42.13,1,0,70.55999779020867,-110.18995468134246
751,Material_751,Biodegradable Plastic,1.26,42.1,8.82,51.52,70.71,26.69,0,0,65.13408136831917,-90.51665322615366
752,Material_752,Bio-Composite,0.686,98.53,17.45,83.15,84.89,75.93,1,0,119.43567481390265,-20.75796939587694
753,Material_753,Molded Fiber,0.884,62.18,4.76,56.29,63.41,52.26,0,1,74.64516141235214,-17.047499704586635
754,Material_754,Bio-Composite,0.346,92.51,12.51,58.97,99.97,17.37,0,1,112.80732977444183,-165.1279520974561
755,Material_755,Molded Fiber,0.203,33.11,41.68,90.7,58.77,50.09,1,0,73.10637730340949,-87.99382806333882
756,Material_756,Bio-Composite,1.029,71.43,47.46,68.58,50.51,45.04,0,1,104.76264407001422,-49.770484770397076
757,Material_757,Bio-Composite,0.87,84.79,15.93,80.19,57.44,69.89,1,0,100.36135097150682,-6.664955967954834
758,Material_758,Recycled Cardboard,0.972,95.79,13.96,64.14,88.79,47.15,1,0,118.00827386599677,-73.78518849613778
759,Material_759,Corrugated Board,1.232,46.99,14.71,57.88,72.34,27.87,1,1,74.95729884442996,-101.39672930154309
760,Material_760,Bio-Composite,1.041,78.0,14.61,77.53,72.38,57.3,1,1,98.83920484885812,-54.61609879310368
761,Material_761,Recycled Cardboard,0.427,63.11,2.76,49.29,97.75,47.98,0,1,83.41313194061308,-51.76559262565057
762,Material_762,Recycled Paper,0.669,24.85,46.42,62.38,95.98,26.31,0,1,79.0813708155578,-140.20777579192682
763,Material_763,Corrugated Board,1.378,75.2,11.47,52.54,65.56,50.15,1,0,94.05607746360688,-16.86203826422242
764,Material_764,Bio-Composite,1.201,75.21,21.58,81.75,60.45,67.51,0,0,96.52494494712973,-19.297710273420293
765,Material_765,Biodegradable Plastic,0.924,94.45,1.47,96.65,92.42,12.0,0,1,107.82928845654348,-247.72396105400793
766,Material_766,Recycled Paper,0.532,59.78,43.04,99.73,95.3,54.16,1,1,106.97261991913238,-130.1241372719842
767,Material_767,Recycled Paper,0.593,38.42,36.83,67.02,77.08,34.47,0,0,78.28403665587844,-105.54629581875997
768,Material_768,Recycled Cardboard,1.152,23.57,47.39,55.15,81.47,30.49,1,0,77.68040222082365,-97.35306852368969
769,Material_769,Recycled Paper,1.307,53.25,39.3,66.57,62.85,37.48,0,0,88.55010232358318,-80.3307369834737
770,Material_770,Corrugated Board,1.073,44.15,16.37,90.84,90.04,33.94,0,0,75.52692577657365,-167.33063872392336
771,Material_771,Bio-Composite,1.252,80.89,13.15,52.36,81.61,68.26,1,1,103.26001976686787,21.745417043816474
772,Material_772,Bio-Composite,1.197,48.34,35.19,97.13,75.18,29.24,0,1,87.26126896541396,-178.65570180872783
773,Material_773,Biodegradable Plastic,0.395,95.93,18.84,60.51,53.01,61.32,0,1,105.04533365339293,11.144398679609743
774,Material_774,Recycled Cardboard,0.751,96.98,28.74,99.15,95.8,16.58,1,0,127.58493431196793,-242.13124407754282
775,Material_775,Biodegradable Plastic,0.399,69.67,1.31,90.32,80.77,76.6,0,0,82.28354715576253,-31.460275242431038
776,Material_776,Recycled Paper,0.506,94.29,4.03,88.51,59.63,53.56,1,1,99.22208596643458,-74.9221880841303
777,Material_777,Biodegradable Plastic,1.33,80.87,27.23,59.07,80.32,59.47,0,1,110.681549568962,-16.58646131307267
778,Material_778,Corrugated Board,0.815,63.75,28.74,40.53,83.87,30.86,1,1,98.8841343236334,-70.98858455370649
779,Material_779,Bio-Composite,0.896,34.42,37.82,62.93,76.29,38.85,1,0,78.97104314109158,-83.83167494805157
780,Material_780,Recycled Paper,0.432,56.69,7.47,58.11,85.91,25.66,1,1,78.05585973635296,-124.22252769533299
781,Material_781,Biodegradable Plastic,0.606,64.87,26.15,42.24,79.07,75.28,1,0,95.75370456318994,63.686815739234426
782,Material_782,Recycled Cardboard,0.499,89.12,10.53,70.32,97.39,44.17,1,1,110.76629879996597,-104.12087804917607
783,Material_783,Corrugated Board,0.468,58.51,5.57,64.18,52.68,54.13,0,1,67.2151778601111,-18.07362153407058
784,Material_784,Corrugated Board,1.029,91.81,21.11,78.07,55.31,61.4,0,1,105.75428461873179,-23.999885681573694
785,Material_785,Biodegradable Plastic,0.534,73.95,9.0,77.27,58.68,35.98,1,0,86.24565753943129,-104.06895312335617
786,Material_786,Bio-Composite,1.022,30.96,11.87,47.24,84.51,60.41,0,0,61.86305802687811,4.896638391123767
787,Material_787,Biodegradable Plastic,0.276,99.6,16.56,98.62,82.28,57.32,1,0,116.11312119871236,-107.12888270917686
788,Material_788,Recycled Paper,0.384,62.18,13.71,51.22,94.6,59.4,0,0,87.469739563548,-17.715044474865238
789,Material_789,Biodegradable Plastic,0.557,51.35,5.29,66.72,86.64,44.25,0,0,72.53976755649309,-84.76764518839154
790,Material_790,Corrugated Board,0.976,72.73,5.41,69.29,75.42,36.81,1,0,90.52245999709682,-101.39538318982906
791,Material_791,Biodegradable Plastic,1.079,28.71,10.47,88.78,99.59,25.55,1,1,65.28681424290934,-198.18364744809378
792,Material_792,Bio-Composite,0.776,70.92,3.48,45.95,63.31,67.72,0,0,81.8865014740154,49.30889111151561
793,Material_793,Recycled Cardboard,0.78,59.86,31.7,65.72,91.66,52.58,0,1,96.62834673035991,-63.45173529477819
794,Material_794,Molded Fiber,1.142,52.53,15.08,77.71,71.34,41.1,1,0,78.03353103918053,-100.65484257618877
795,Material_795,Biodegradable Plastic,0.221,96.24,14.71,52.91,82.44,76.08,0,1,111.94285752486184,40.56851011021875
796,Material_796,Bio-Composite,0.643,61.8,17.27,77.65,86.36,13.35,0,1,87.10718787398662,-199.67472088418458
797,Material_797,Bio-Composite,1.264,37.53,33.48,95.42,81.69,69.51,1,0,81.90576616815031,-60.60048232506679
798,Material_798,Recycled Cardboard,0.984,56.72,43.66,99.85,57.03,79.83,0,1,92.4697337807531,-14.795765037072867
799,Material_799,Corrugated Board,0.638,93.55,38.2,41.95,72.15,72.09,1,0,123.50649969878,63.18266109762724
800,Material_800,Bio-Composite,1.377,34.09,36.65,54.14,78.07,66.73,1,0,79.97766639576557,17.76597619886445
801,Material_801,Bio-Composite,1.204,37.12,24.74,58.62,92.45,36.2,1,0,78.44646405318528,-98.84248195998845
802,Material_802,Bio-Composite,0.544,21.04,35.0,63.95,72.18,26.19,0,0,61.50283297229187,-121.23164139003359
803,Material_803,Bio-Composite,1.039,21.14,28.09,54.54,95.94,61.44,0,1,66.71270966717742,-18.5894543878741
804,Material_804,Recycled Paper,0.974,86.35,11.6,52.21,72.02,31.32,1,0,103.33388901177692,-79.9381391339649
805,Material_805,Recycled Paper,0.722,78.57,11.22,97.27,77.44,22.32,1,1,97.41553185890936,-203.76064975917743
806,Material_806,Corrugated Board,0.677,48.4,15.52,95.11,89.81,65.06,0,1,77.81006849752026,-83.59683907136458
807,Material_807,Biodegradable Plastic,0.647,75.86,45.63,42.82,79.15,31.88,0,1,115.22878589789741,-67.51425307299645
808,Material_808,Bio-Composite,1.002,51.62,27.82,60.33,98.01,74.01,0,0,91.2658982990088,5.625619138779629
809,Material_809,Recycled Cardboard,0.775,96.23,36.96,64.31,83.02,68.84,1,1,129.5759952525021,-4.61589051972791
810,Material_810,Biodegradable Plastic,1.281,97.36,17.98,54.34,76.14,69.33,1,0,118.15891150099732,27.12652356994466
811,Material_811,Recycled Cardboard,1.07,51.42,20.98,77.73,51.18,64.01,0,1,72.69095934958757,-11.343530176365185
812,Material_812,Biodegradable Plastic,0.291,88.34,7.15,78.42,70.69,71.66,0,0,97.55965769365703,-12.722084600819143
813,Material_813,Corrugated Board,1.032,81.85,9.39,91.03,64.96,66.4,0,0,94.61323272820833,-45.20017623023946
814,Material_814,Bio-Composite,0.552,44.8,41.54,84.45,87.41,52.18,1,0,91.75974867082154,-99.1715860712007
815,Material_815,Bio-Composite,0.971,38.56,29.66,72.55,60.41,30.71,1,0,73.31371175784687,-111.37865760589848
816,Material_816,Molded Fiber,1.084,56.66,17.54,79.22,60.26,72.17,0,1,78.68554242121375,0.8603070655987498
817,Material_817,Recycled Cardboard,0.5,82.51,40.34,56.44,59.48,68.84,0,1,110.46467916520011,35.977032982180056
818,Material_818,Biodegradable Plastic,0.794,96.81,13.08,75.58,56.28,43.1,1,0,105.64331845720352,-75.60434994259765
819,Material_819,Biodegradable Plastic,0.447,81.09,48.83,69.35,65.55,12.74,1,1,117.8452612497835,-164.74111255713
820,Material_820,Recycled Paper,0.268,88.42,17.9,48.0,94.3,54.7,0,0,111.2694399147325,-24.637355984497276
821,Material_821,Molded Fiber,0.692,68.25,17.53,54.55,88.75,13.54,0,0,93.87510869891912,-155.92739318960056
822,Material_822,Recycled Paper,0.672,86.83,16.28,57.5,86.76,74.84,0,1,107.9523862557949,24.167959585417503
823,Material_823,Recycled Paper,1.494,82.75,6.98,95.46,89.87,77.31,1,0,104.80363589282888,-46.94123951827171
824,Material_824,Recycled Paper,0.78,50.16,6.45,53.82,63.47,23.26,0,0,66.67275529740043,-99.44513956248218
825,Material_825,Recycled Cardboard,0.634,64.16,32.76,57.35,94.37,57.35,1,0,103.35300096746177,-35.02921457517439
826,Material_826,Recycled Cardboard,0.955,84.38,43.88,62.16,56.87,16.46,1,0,116.31656894653167,-129.22281827159375
827,Material_827,Corrugated Board,0.315,23.68,39.74,79.82,66.82,61.07,0,0,63.86197491697199,-42.899314247270325
828,Material_828,Corrugated Board,1.45,84.65,7.91,47.09,79.34,34.31,0,1,103.19270511095014,-66.37383207557983
829,Material_829,Recycled Paper,1.025,34.23,27.73,97.24,55.15,57.67,1,1,67.1693361350381,-74.10918152666568
830,Material_830,Molded Fiber,1.181,61.17,6.17,91.93,86.51,36.1,0,1,84.12130192945695,-158.58100130159391
831,Material_831,Biodegradable Plastic,0.422,84.66,3.22,74.63,69.36,20.19,1,0,93.24944007225989,-156.65469522042562
832,Material_832,Recycled Cardboard,0.732,40.31,33.16,80.44,89.22,38.43,0,0,81.20335262691371,-131.9828437287679
833,Material_833,Molded Fiber,0.749,39.66,27.22,41.0,74.64,17.89,0,0,74.11728982185885,-100.85994564620366
834,Material_834,Bio-Composite,1.268,52.22,5.02,60.34,59.04,50.38,0,0,66.69191942588667,-24.98304012894601
835,Material_835,Recycled Cardboard,0.202,91.57,2.71,87.74,86.74,12.87,0,0,101.37615791457519,-223.15870196209355
836,Material_836,Recycled Cardboard,0.591,20.04,49.5,44.65,62.61,46.91,1,0,69.90667067031393,-10.054523105055312
837,Material_837,Corrugated Board,1.476,92.11,2.47,56.94,74.54,72.05,1,1,104.95426763484767,31.76351254529223
838,Material_838,Biodegradable Plastic,0.817,32.3,22.78,75.12,53.78,68.65,1,0,59.999501273642394,5.024411488277793
839,Material_839,Biodegradable Plastic,0.697,99.21,25.73,55.38,80.89,71.79,0,1,121.88473725218816,25.03138354645392
840,Material_840,Bio-Composite,0.356,96.39,6.75,96.04,83.29,74.54,1,0,108.68312851291938,-51.03369543015134
841,Material_841,Bio-Composite,1.466,59.57,9.28,47.86,68.93,17.32,1,1,82.38562503648646,-109.00634469534764
842,Material_842,Recycled Cardboard,0.226,61.02,18.24,87.84,97.72,19.01,1,0,91.53257062525516,-215.3255725830408
843,Material_843,Recycled Paper,1.158,58.52,38.32,70.48,93.71,48.99,0,1,102.00538048554404,-84.56317941197828
844,Material_844,Corrugated Board,1.199,70.84,25.85,85.02,85.4,72.58,1,1,104.61269117633202,-34.06335579049661
845,Material_845,Corrugated Board,0.517,27.26,32.26,58.64,85.68,78.2,0,0,68.73378107376227,34.314236632948806
846,Material_846,Recycled Cardboard,1.073,22.61,49.27,70.87,62.62,13.24,0,0,70.85417459684042,-162.40473091699036
847,Material_847,Molded Fiber,0.321,24.62,38.63,91.41,82.84,34.9,1,1,71.27075222470135,-159.73068971529827
848,Material_848,Recycled Paper,0.534,55.55,22.28,68.01,59.91,24.9,0,0,77.80835612826155,-119.67055215526901
849,Material_849,Recycled Cardboard,1.224,42.04,22.88,61.58,57.2,62.92,1,0,70.83527569500698,11.473328152199558
850,Material_850,Recycled Paper,1.324,69.76,31.32,72.17,99.97,54.81,1,0,112.25225414253238,-76.14574034342624
851,Material_851,Recycled Paper,0.991,99.4,33.6,83.04,81.12,18.39,1,1,129.63329509094885,-189.7392621142789
852,Material_852,Recycled Paper,0.859,50.91,25.53,66.61,71.55,43.85,1,0,82.51245551274715,-70.84636798784709
853,Material_853,Recycled Cardboard,0.407,65.91,32.6,96.33,64.41,57.98,1,1,95.31033030757801,-83.02620470079975
854,Material_854,Corrugated Board,0.282,53.25,2.15,57.7,80.2,64.53,0,1,68.11366879037217,-1.6821706946740684
855,Material_855,Corrugated Board,0.353,87.78,22.05,68.53,52.48,11.4,1,0,102.80543801657355,-153.72423543012314
856,Material_856,Recycled Paper,0.496,92.18,14.67,85.42,54.73,72.33,0,1,101.0468810019421,-6.633641912176888
857,Material_857,Molded Fiber,0.644,90.19,7.33,81.35,51.64,49.85,1,0,97.17890982013651,-62.998396692297234
858,Material_858,Biodegradable Plastic,0.695,97.95,5.88,91.82,74.96,66.83,1,0,108.90580393020782,-56.68963482807278
859,Material_859,Recycled Cardboard,0.65,22.2,30.56,99.81,80.03,66.56,1,1,65.36741576601113,-77.76731391922054
860,Material_860,Biodegradable Plastic,0.511,87.19,26.66,65.61,53.12,23.29,0,1,103.99282145025091,-112.32695883295234
861,Material_861,Molded Fiber,0.863,80.14,13.43,46.67,86.06,17.71,0,1,101.42660541277839,-124.40115680892372
862,Material_862,Recycled Cardboard,1.273,38.3,24.08,41.82,61.52,60.49,0,1,69.54434796275301,38.47398621934373
863,Material_863,Recycled Paper,0.564,96.51,25.12,83.61,84.26,20.95,0,1,119.86160636542341,-186.9056055521822
864,Material_864,Corrugated Board,1.425,31.85,10.56,92.44,99.09,69.5,1,0,68.98381633618618,-71.2678622058148
865,Material_865,Biodegradable Plastic,1.335,74.36,32.95,53.24,84.56,60.83,1,1,112.02791999653574,-4.801261531563338
866,Material_866,Bio-Composite,0.41,37.99,39.27,49.51,94.16,68.93,0,0,83.57251541644303,15.73055543806099
867,Material_867,Bio-Composite,1.222,54.51,39.78,43.73,97.41,30.93,0,0,101.77382334029735,-87.9264895341303
868,Material_868,Molded Fiber,0.947,77.53,30.52,89.36,74.34,32.16,0,1,107.08634364099873,-154.4262781076528
869,Material_869,Recycled Paper,0.937,65.07,26.07,58.68,85.12,56.99,1,1,98.97799798375537,-29.02820393009602
870,Material_870,Biodegradable Plastic,0.708,54.2,3.99,64.1,92.6,12.2,0,1,76.41106983003667,-182.7775743894091
871,Material_871,Recycled Paper,0.851,46.11,15.1,70.17,67.83,60.85,0,1,70.09991559726465,-24.207944587625118
872,Material_872,Biodegradable Plastic,0.716,87.17,5.57,90.37,63.07,68.5,1,1,97.45662001205406,-37.19440751336141
873,Material_873,Molded Fiber,0.902,31.51,48.23,79.05,97.33,39.06,0,0,86.72668236739209,-135.49308505271588
874,Material_874,Molded Fiber,1.016,54.41,7.62,76.9,86.32,63.54,1,0,80.14616800310182,-46.747978735519496
875,Material_875,Bio-Composite,1.077,92.3,8.44,50.54,60.98,22.22,1,0,103.90713115372336,-92.08452741164942
876,Material_876,Recycled Paper,0.892,87.67,44.59,70.79,72.45,32.56,1,1,124.35797612803853,-112.34786501302348
877,Material_877,Recycled Cardboard,1.138,52.08,47.25,82.92,89.82,78.2,1,1,102.58095528211568,-17.865092677730996
878,Material_878,Bio-Composite,0.384,81.05,38.53,98.4,77.35,79.04,1,0,115.1903634799557,-36.62154440537027
879,Material_879,Recycled Paper,0.476,85.85,1.26,52.08,82.5,45.88,0,1,96.35144065735686,-47.10541122552751
880,Material_880,Bio-Composite,1.264,91.11,1.07,40.57,87.69,75.4,0,1,105.1899743701034,59.96544139536125
881,Material_881,Recycled Cardboard,0.619,63.56,19.53,44.52,81.1,46.59,1,1,90.77592463617331,-27.59866418065066
882,Material_882,Corrugated Board,0.23,36.36,8.03,62.55,77.0,30.41,1,0,60.00219496735109,-111.67501441107039
883,Material_883,Corrugated Board,0.4,40.42,1.9,89.23,87.48,28.68,0,1,61.741672616702324,-179.28258426523507
884,Material_884,Corrugated Board,0.491,43.66,23.74,40.43,86.38,75.07,0,0,76.6097096975484,59.632996791177675
885,Material_885,Corrugated Board,1.445,67.5,47.21,67.4,81.49,22.07,1,1,114.2427277250778,-145.64323530432281
886,Material_886,Biodegradable Plastic,0.945,22.62,16.87,59.75,67.99,50.57,0,1,52.825239560533795,-33.891388188403106
887,Material_887,Corrugated Board,1.413,70.88,33.4,43.15,70.29,48.89,0,0,103.14944868761468,-6.988280577497315
888,Material_888,Recycled Cardboard,0.948,49.15,32.96,67.01,98.52,61.77,1,1,94.33974556122723,-44.756142965854536
889,Material_889,Molded Fiber,0.823,43.62,13.3,55.28,55.62,44.95,0,1,62.33669067044639,-27.936204304837304
890,Material_890,Molded Fiber,0.608,90.36,32.87,61.11,63.43,29.06,0,1,114.38096928365957,-98.02686434333229
891,Material_891,Biodegradable Plastic,0.988,56.8,11.4,82.34,74.62,21.86,0,0,78.87831138258427,-171.46988406802072
892,Material_892,Corrugated Board,0.381,27.6,6.98,71.29,91.84,53.46,0,1,55.216302511646916,-72.90537048619198
893,Material_893,Corrugated Board,1.368,86.14,35.37,47.48,58.18,60.33,1,1,114.8388124047339,30.712835445731162
894,Material_894,Corrugated Board,1.278,23.81,6.56,97.68,63.85,49.87,0,1,46.636817688426305,-106.96457035239698
895,Material_895,Bio-Composite,0.613,78.14,49.85,78.15,53.29,61.68,1,1,112.80594995438595,-23.180874130225934
896,Material_896,Recycled Paper,1.439,81.91,9.99,85.95,85.3,19.91,0,1,103.20052904059503,-193.66760312176538
897,Material_897,Bio-Composite,1.273,48.21,30.11,44.75,61.91,71.77,1,0,81.89409295136163,66.94595684745235
898,Material_898,Recycled Paper,1.066,85.98,21.16,42.82,69.43,50.77,1,0,108.62577056064819,0.9308959566561623
899,Material_899,Corrugated Board,0.358,61.25,7.19,41.17,72.19,18.88,0,1,76.21930911267549,-96.58017735511878
900,Material_900,Corrugated Board,0.822,57.06,2.36,51.33,94.57,42.33,1,1,81.41305796478775,-67.91678518374945
901,Material_901,Bio-Composite,0.858,23.63,31.51,64.86,70.57,69.14,1,0,64.09465061801222,9.994357533515894
902,Material_902,Bio-Composite,0.502,43.2,40.53,96.15,57.26,72.83,1,1,80.45257793721842,-29.53443797600956
903,Material_903,Recycled Paper,0.304,94.48,42.26,67.42,76.22,28.53,1,1,127.71901129797168,-125.02023063911102
904,Material_904,Molded Fiber,1.21,51.35,24.65,57.42,98.15,59.79,1,1,91.96643469811121,-30.779206717166065
905,Material_905,Recycled Paper,0.359,63.74,39.1,73.72,80.38,17.0,0,1,99.70771127617489,-176.71310534952798
906,Material_906,Bio-Composite,0.973,62.56,33.97,46.72,99.17,12.35,1,1,106.53435115926231,-151.72408526942124
907,Material_907,Recycled Cardboard,1.417,67.23,36.49,76.57,92.06,49.23,1,1,110.07338804279908,-93.31599322118616
908,Material_908,Bio-Composite,1.339,24.91,25.14,74.11,51.8,58.64,0,1,56.12329731955132,-22.54420722720533
909,Material_909,Recycled Cardboard,0.561,48.97,32.04,87.52,82.92,65.71,0,1,84.73233910358127,-58.4943100971499
910,Material_910,Biodegradable Plastic,1.307,77.85,40.47,99.2,64.34,33.82,1,0,113.70320583258315,-159.03865284830843
911,Material_911,Bio-Composite,0.2,36.04,20.5,55.05,77.98,10.46,0,0,65.19995182777085,-155.83553171541658
912,Material_912,Biodegradable Plastic,0.223,36.29,40.49,70.58,63.97,43.57,0,1,73.36361095462887,-75.40531802745792
913,Material_913,Molded Fiber,0.983,20.81,30.01,94.53,67.44,11.11,0,1,58.45587539532116,-221.01219053890762
914,Material_914,Recycled Paper,0.674,55.0,9.13,87.11,96.16,16.44,0,1,80.23064636836388,-218.43634654458072
